Community,Community Address,Community,Build Year,Buiding_Type,Maintenance_Cost,Company,Developer,Total_Building,Total_House
正阳世纪星城莱茵之恋,(奉贤南桥)正环路889弄1-32号,2.00E+13,2007年建成,板楼,1.57至4元/平米/月,上海陆家嘴物业管理有限公司,上海奉贤正阳置业有限公司,31栋,340户
正阳世纪星城行知苑,(奉贤南桥)南奉公路8889弄150-190号,2.00E+13,2005年建成,板楼,1.09至4元/平米/月,大飞物业,上海奉贤正阳置业有限公司,41栋,476户
东祝公路1320弄62号,(浦东祝桥)东祝公路1320弄62号,2.00E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
合生城邦四街坊,(闵行老闵行)金平路788弄,1.76E+13,2009年建成,板楼,1.71至2.05元/平米/月,上海安亦物业服务有限公司,上海龙盟房地产开发有限公司,187栋,1839户
浦东南路1967号,(浦东塘桥)浦东南路1967号,1.66E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,27户
天宝路466弄17号,(虹口临平路)天宝路466弄17号,1.66E+13,2016年建成,板楼,2.6元/平米/月,暂无信息,上海瀛联置业有限公司,1栋,105户
历城路35号,(浦东世博)历城路35号,1.66E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,10户
堡镇南路175-199号(单),"(崇明堡镇)堡镇南路175号, 堡镇南路189号, 堡镇南路191号, 堡镇南路199号",1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,4栋,149户
德丰路79号,(奉贤南桥)德丰路79号,1.64E+13,2014年建成,未知类型,暂无信息,暂无信息,暂无信息,0栋,1户
新东街20号,(浦东曹路)新东街20号,1.64E+13,1997年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
玉田支路8号,(虹口曲阳)玉田支路8号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
金山卫镇卫清路,(金山石化)卫清路90号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
福中路235弄,(黄浦人民广场)福中路235弄,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
凤阁路999弄,(青浦华新)凤阁路999弄,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
正大街87号,(崇明堡镇)正大街87号,1.64E+13,1998年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,18户
西藏北路1285号,(静安闸北公园)西藏北路1285号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,4栋,4户
康乐路101号,(静安西藏北路)康乐路101号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
莘西路122弄,(闵行莘庄)莘西路122弄,1.64E+13,1997年建成,板楼,0.35元/平米/月,暂无信息,暂无信息,2栋,20户
定康路205弄,(奉贤南桥)定康路205弄,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,796户
卫零路783弄,(金山山阳)卫零路783弄,1.64E+13,2002年建成,板楼,暂无信息,暂无信息,暂无信息,8栋,56户
公平路612号,(虹口北外滩)公平路612号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
沪闵路2681号,(闵行颛桥)沪闵路2681号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,30户
泰青路2号,(奉贤青村)泰青路2号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
中山中路66号,(松江松江老城)中山中路66号,1.64E+13,1981年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,18户
鞍山路73号,(杨浦鞍山)鞍山路73号,1.64E+13,1976年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,24户
怀德路866号,(杨浦东外滩)怀德路866号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
龙川北路33号甲,(徐汇长桥)龙川北路33号甲,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,20户
芸海大楼,(金山石化)芸海大楼,1.64E+13,1994年建成,塔楼,暂无信息,暂无信息,暂无信息,1栋,102户
华强路42号,(金山漕泾)华强路42号,1.64E+13,2003年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
霍山路149弄,(虹口北外滩)霍山路149弄,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,18户
天目中路184号,(静安西藏北路)天目中路184号,1.64E+13,1959年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,16户
劳动街167号,(嘉定南翔)劳动街167号,1.64E+13,1995年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,12户
庙港路188弄,(浦东曹路)庙港路188弄,1.64E+13,暂无信息,塔楼/板楼,暂无信息,暂无信息,暂无信息,15栋,2172户
德华路301号,(嘉定南翔)德华路301号,1.64E+13,1993年建成,板楼,暂无信息,上海南翔物业管理有限公司,嘉宝地产,1栋,24户
普育西路52号,(黄浦蓬莱公园)普育西路52号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
昭通路17-73号,"(黄浦南京东路)昭通路17号, 昭通路25号, 昭通路31号, 昭通路43号, 昭通路59号, 昭通路61号, 昭通路73号",1.64E+13,1975年建成,板楼,1元/平米/月,上海瑞福房产物业有限公司,暂无信息,7栋,133户
曲阜西路8弄,(静安西藏北路)曲阜西路8弄,1.64E+13,1977年建成,板楼,暂无信息,暂无信息,暂无信息,4栋,74户
安润路388弄,(崇明陈家镇)安润路388弄,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,34栋,312户
德州路218号,(浦东世博)德州路218号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,23户
振兴路40号,(浦东祝桥)振兴路40号,1.64E+13,1986年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
历城路17号,(浦东世博)历城路17号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
先棉祠街83-95号,"(黄浦豫园)先棉祠街83号, 先棉祠街95号",1.64E+13,1912年建成,板楼,0.3元/平米/月,上海新东门物业管理有限公司,南房集团,2栋,24户
昭通路31号,(黄浦南京东路)昭通路31号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,22户
长江西路608号,"(宝山淞南)长江西路608号, （长江西路1220号）",1.64E+13,1960年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,50户
华宛路34号,(奉贤南桥)华宛路34号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
新城路16号,(金山石化)新城路16号,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,28户
人民中路169弄(人民中路122弄),(奉贤南桥)人民中路169弄（人民中路122弄）,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,2栋,12户
中山中路45弄,(松江松江老城)中山中路45弄,1.64E+13,1966年建成,板楼,暂无信息,暂无信息,暂无信息,9栋,232户
新闵路565号,(闵行老闵行)新闵路565号,1.64E+13,1996年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
阜兴世纪公馆,(浦东潍坊)向城路29号C栋,1.55E+13,1995年建成,板楼,4元/平米/月,三元物业,上海东方金马房地产有限公司,1栋,142户
大连西路171号,(虹口曲阳)大连西路171号,1.53E+13,1976年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,24户
惠民路262号,(虹口北外滩)惠民路262号,1.42E+13,1984年建成,板楼,暂无信息,上海北外滩物业管理有限公司,上海虹房(集团)有限公司,1栋,18户
城南东路154弄,(浦东惠南)城南东路154弄,1.38E+13,1997年建成,板楼,暂无信息,暂无信息,暂无信息,5栋,32户
绿地北郊广场(商铺),"(宝山顾村)沪太路5355弄, 沪太路5317号, 沪太路4889弄",1.34E+13,2007年建成,板楼,4元/平米/月,上海永绿物业有限公司,绿地控股集团宁波绿地置业有限公司,20栋,1113户
升平街69号,(静安南京西路)升平街69号,1.30E+13,1997年建成,板楼,0.85元/平米/月,上海汉氏物业管理有限公司,深圳市万龙靓投资发展有限公司,1栋,8户
仙霞路480号,(长宁仙霞)仙霞路480号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
长寿路404号,(普陀长寿路)长寿路404号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
玉屏南路220号,(长宁中山公园)玉屏南路220号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
新建西路618号,(奉贤南桥)新建西路618号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
江苏北路69号,(长宁中山公园)江苏北路69号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
延安中路1000号,(静安南京西路)延安中路1000号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
泰和路3493号,(宝山淞宝)泰和路3493号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
武夷路581号,(长宁中山公园)武夷路581号,1.30E+13,2000年建成,塔板结合,1.5元/平米/月,暂无信息,上海南上海动拆迁置业有限公司,1栋,3户
莲园路488-518号,"(浦东北蔡)莲园路518号, 莲园路488号, 莲园路498号, 莲园路508号",1.25E+13,1994年建成,板楼,0.35至0.5元/平米/月,自主物业,北蔡房产开发商,4栋,96户
东旭雅苑,"(浦东金桥)高博路210弄, 高博路211弄",1.09E+13,2001年建成,板楼,0.8元/平米/月,上海红创物业管理有限公司,上海虹阳置业有限公司,17栋,1000户
长清路2365弄,(浦东三林)长清路2365弄,1.07E+13,1994年建成,板楼,暂无信息,锦江物业,上海西上海上食科技发展有限公司,1栋,20户
新华悦都,"(嘉定南翔)武威路2600弄, 武威路2630弄",1.04E+13,2015年建成,塔楼,暂无信息,暂无信息,上海天下一家置业有限公司,16栋,313户
安化路417号,(长宁中山公园)安化路417号,1.04E+13,1989年建成,板楼,0.3元/平米/月,上海新长宁集团华阳物业有限公司,保定新新房地产开发有限公司,1栋,28户
曲阳路493号,(虹口鲁迅公园)曲阳路493号,1.02E+13,1987年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,20户
太阳都市花园一期,(黄浦豫园)河南南路398弄,2.00E+13,1999年建成,塔楼,2.3至3.8元/平米/月,暂无信息,暂无信息,4栋,745户
驰骋新苑,(静安彭浦)保德路258弄,2.00E+13,1988年建成,板楼,0.16至1.8元/平米/月,暂无信息,暂无信息,77栋,1686户
阳光苑民耀路98弄,(浦东曹路)民耀路98弄,2.00E+13,2000年建成,板楼,0.7元/平米/月,暂无信息,暂无信息,23栋,270户
崧泽华城佳福雅苑（二区）,(青浦赵巷)秀禾路235弄,2.00E+13,2014年建成,板楼,1.1元/平米/月,暂无信息,暂无信息,9栋,632户
崧泽华城佳福雅苑（三区）,(青浦赵巷)(崧泉路977弄,2.00E+13,2014年建成,板楼,1.1元/平米/月,暂无信息,暂无信息,3栋,204户
崧泽华城佳福雅苑（一区）,(青浦赵巷)崧泉路1021弄,2.00E+13,2014年建成,板楼,1.1元/平米/月,暂无信息,暂无信息,5栋,344户
万科悦城,(嘉定菊园新区)秋竹路802弄,2.00E+13,2003年建成,板楼,3元/平米/月,上海万科物业有限公司,万科房产,48栋,1394户
浦发绿城永泰路2080弄,(浦东三林)永泰路2080弄,2.00E+13,2004年建成,板楼,0.55元/平米/月,上海浦发物业有限公司,上海浦发房地产开发有限公司,24栋,370户
阳光欧洲城别墅(三期),(浦东金桥)佳京路99弄,2.00E+13,2002年建成,板楼,1.5元/平米/月,上海市陆家嘴物业管理有限公司,上海富盛经济开发区开发有限公司,281栋,281户
浦江东旭公寓1443弄,(浦东金桥)莱阳路1443弄1-11号,2.00E+13,2009年建成,板楼,1.1元/平米/月,上海实业,上海虹阳置业有限公司,8栋,504户
大华朗香花园(一期),(宝山上大)华秋路58弄,2.00E+13,2014年建成,板楼,暂无信息,暂无信息,上海祁华房地产有限公司,5栋,192户
证大家园(二期),(浦东金桥)五莲路1728弄,2.00E+13,2002年建成,板楼,1.55元/平米/月,科瑞物业,上海大业房地产开发有限公司,70栋,831户
布鲁斯小镇(二期)(别墅),(浦东惠南)靖海南路666弄,2.00E+13,2011年建成,板楼,2.8元/平米/月,保利物业管理有限公司,绿城集团,200栋,200户
黎安一村(北区),(闵行莘庄)黎安一村(北区),2.00E+13,1994年建成,板楼,0.35元/平米/月,上海黎安物业有限公司,上海昕城房地产有限公司,37栋,426户
龙湖天璞雅筑,(嘉定江桥)嘉涛路88号,2.00E+13,2018年建成,板楼,5.6至5.8元/平米/月,龙湖物业服务集团有限公司,上海恒逸房地产有限公司,44栋,1748户
欣佳宝邸东区,(闵行浦江)闵驰二路59弄,2.00E+13,2011年建成,板楼,1.15元/平米/月,上海六角物业管理有限公司,上海环保置业有限公司,21栋,513户
汇秀景苑三街坊,(闵行浦江)闵驰一路197弄,2.00E+13,2013年建成,板楼,1.2至1.8元/平米/月,上海常德物业管理有限公司,上海常发地产有限公司,24栋,792户
春申景城MIDTOWN,(闵行春申)锦梅路1398弄,2.00E+13,2011年建成,板楼,3.15元/平米/月,狮城怡安（上海）物业管理有限公司,上海莲申房地产有限公司,18栋,930户
崮山小区四街坊,(浦东洋泾)羽山路1445弄,2.00E+13,1996年建成,板楼,0.6至0.8元/平米/月,上海理家物业管理有限公司,上海建工房产有限公司,74栋,972户
经纬学府涵青花园(二期),"(宝山上大)涵青路398弄, 涵青路398弄1号",2.00E+13,2007年建成,板楼,1.75元/平米/月,现代智能物业管理(上海)有限公司,经纬置地有限公司,75栋,2391户
尚博路746号,(浦东三林)尚博路746号,2.00E+13,2006年建成,平房,1.25元/平米/月,上房物业管理有限公司,上海中房置业股份有限公司,1栋,1户
小西泯沟9号,(崇明崇明新城)小西泯沟9号,1.66E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,48户
唐城街7号,(奉贤奉城)唐城街7号,1.66E+13,1997年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
天宝路466弄16号,(虹口临平路)天宝路466弄16号,1.66E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,2户
景瑞尚滨江,(浦东塘桥)浦明路1288弄10号,1.64E+13,2011年建成,板楼,13.8元/平米/月,上海景瑞物业管理有限公司,上海景瑞地产(集团)股份有限公司,1栋,121户
新北路51号,(奉贤柘林)新北路51号,1.64E+13,1986年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,6户
繁荣路137号,(浦东周浦)繁荣路137号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
佳京路465号,(浦东金桥)佳京路465号,1.64E+13,2014年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
和丰苑,(普陀甘泉宜川)交通路1517弄,1.64E+13,2015年建成,塔楼/板楼,1.2至1.9元/平米/月,暂无信息,陕西亿润经贸有限公司,6栋,1008户
泾波路526号,(金山枫泾)泾波路526号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,1户
中一西路294号,(金山漕泾)中一西路294号,1.64E+13,1995年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
海防路58弄,(闵行莘庄)海防路58弄,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,166户
浦电路112号,(浦东潍坊)浦电路112号,1.64E+13,2006年建成,未知类型,暂无信息,暂无信息,暂无信息,0栋,1户
玉田支路26号,(虹口曲阳)玉田支路26号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
华阳桥路12号,(松江新桥)华阳桥路12号,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,15户
安乐街105号,(松江泗泾)安乐街105号,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,25户
德州路430号,(浦东世博)德州路430号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
永宁东路99号,(浦东大团镇)永宁东路99号,1.64E+13,1980年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,20户
延安中路367弄,(黄浦淮海中路)延安中路367弄,1.64E+13,1981年建成,板楼,暂无信息,暂无信息,暂无信息,2栋,39户
大连西路167号,(虹口曲阳)大连西路167号,1.64E+13,1976年建成,板楼,暂无信息,致中物业,中芯集团,1栋,24户
哈密路2038号,(长宁西郊)哈密路2038号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
康沈路1660号,(浦东周浦)康沈路1660号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
黄路老街334号,(浦东惠南)黄路老街334号,1.64E+13,1981年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,15户
东兰路119号,(闵行古美)东兰路119号,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,10户
友谊路118号,(宝山淞宝)友谊路118号,1.64E+13,1978年建成,板楼,暂无信息,友谊路物业,上海宝翔,1栋,20户
南大街28号,(普陀真如)南大街28号,1.64E+13,1978年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,20户
同心路963号,(虹口鲁迅公园)同心路963号,1.64E+13,1974年建成,板楼,暂无信息,通昌物业,中行申同置业,1栋,24户
白石路2712弄,(奉贤海湾)白石路2712弄,1.64E+13,2005年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
安通东路180弄,(崇明陈家镇)安通东路180弄,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,23栋,154户
延吉东路321号,(杨浦控江路)延吉东路321号,1.64E+13,1986年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,25户
申北路416号,(闵行颛桥)申北路416号,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,10户
眉州路950号,(杨浦周家嘴路)眉州路950号,1.64E+13,1981年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,20户
新金山路422弄,(金山枫泾)新金山路422弄,1.64E+13,1997年建成,板楼,暂无信息,暂无信息,暂无信息,3栋,24户
化工路52号,(松江松江老城)化工路52号,1.64E+13,1980年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,16户
健康路291号,(金山朱泾)健康路291号,1.64E+13,1985年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,6户
德园路16号,(嘉定南翔)德园路16号,1.64E+13,1996年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,12户
城中东路600弄,(青浦夏阳)城中东路600弄,1.64E+13,1998年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,11户
兴贤街42号,(崇明崇明新城)兴贤街42号,1.64E+13,1996年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,24户
西藏北路35号,(静安西藏北路)西藏北路35号,1.64E+13,1959年建成,板楼,0.5元/平米/月,无,暂无信息,1栋,21户
和田路191弄,(闸北公园)和田路191弄,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,15户
盘古路240号,(宝山淞宝)盘古路240号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
武进路193号,(虹口四川北路)武进路193号,1.64E+13,1980年建成,未知类型,暂无信息,暂无信息,暂无信息,1栋,6户
零陵路654号,(徐汇万体馆)零陵路654号,1.64E+13,暂无信息,板楼,暂无信息,暂无信息,暂无信息,1栋,20户
汇腾路4号,(浦东新场)汇腾路4号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
南蕴藻路105号,(宝山大场镇)南蕴藻路105号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
川心街5号,(崇明崇明新城)川心街5号,1.64E+13,1975年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,60户
东方别墅(二期),"(浦东金桥)金港路2280弄, 金港路2528弄",1.64E+13,2002年建成,板楼,暂无信息,东庭物业,宝钢集团有限公司,85栋,85户
城南路3号,(浦东惠南)城南路3号,1.64E+13,1993年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,10户
金桥路1490号,(浦东金杨)金桥路1490号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,21户
劳动街236号,(嘉定南翔)劳动街236号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,1户
中津桥路53号,(崇明崇明新城)中津桥路53号,1.64E+13,1982年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,28户
绿洲雅宾利花园(二期),"(静安西藏北路)宝昌路399弄, 宝昌路05.04号",1.62E+13,2010年建成,板楼,2.8元/平米/月,上海利物得物业管理有限责任公司,上海硕城置业有限公司,5栋,456户
曹杨五村(南岭园),(普陀曹杨)曹杨五村25-80号,1.52E+13,1958年建成,板楼/塔板结合,0.5至0.8元/平米/月,上海曹杨物业有限公司,无,46栋,1076户
施镇公寓,(浦东川沙)航城四路616弄,1.31E+13,2013年建成,板楼,0.6元/平米/月,暂无信息,暂无信息,44栋,528户
海防路205号,(静安江宁路)海防路205号,1.31E+13,1987年建成,板楼,暂无信息,无,无,1栋,22户
升平路29-31号,(静安南京西路)升平路29-31号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
仙霞路483号,(长宁仙霞)仙霞路483号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
长寿路406号,(普陀长寿路)长寿路406号,1.30E+13,1990年建成,塔楼,5元/平米/月,暂无信息,重庆汇东房地产开发有限公司,1栋,2户
玉屏南路322号,(长宁中山公园)玉屏南路322号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
新建西路68号,(奉贤南桥)新建西路68号,1.30E+13,1995年建成,板楼,暂无信息,上海奉房置业有限公司,上海奉贤城建(集团)有限公司,1栋,11户
江苏北路71号,(长宁中山公园)江苏北路71号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
延安中路1157弄23号,(静安静安寺)延安中路1157弄23号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,0户
泰和西路3381弄44号,(宝山顾村)泰和西路3381弄44号,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
武夷路581号甲,(长宁中山公园)武夷路581号甲,1.30E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
老沪太路238弄,(静安大宁)老沪太路238弄,1.26E+13,1990年建成,板楼,暂无信息,暂无信息,暂无信息,2栋,20户
鞍山四村第三小区,"(杨浦鞍山)阜新路180弄, 鞍山四村59-115号",1.22E+13,1953年建成,板楼,0.8元/平米/月,四平路物业,上海卫百辛（集团）有限公司,91栋,2868户
鞍山四村第二小区,"(杨浦鞍山)阜新路182弄, 阜新路184弄, 鞍山四村31-58号",1.22E+13,1964年建成,板楼,0.4元/平米/月,上海四平物业管理有限公司,暂无信息,65栋,1990户
金山银海,(金山张堰)卫零北路168号,1.16E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
临山路30号,(静安西藏北路)临山路30号,1.12E+13,1983年建成,板楼,暂无信息,暂无信息,东光安通房地产开发有限公司,2栋,36户
爱国路81号,(杨浦周家嘴路)爱国路81号,1.12E+13,1998年建成,板楼,暂无信息,上海大桥物业管理有限公司,上海宝静置业有限公司,3栋,54户
嘉宝前滩后院,(浦东三林)云台路1101弄,1.11E+13,2007年建成,塔楼/板楼,8元/平米/月,嘉宝物业,嘉宝集团,29栋,232户
浦建727,(浦东塘桥)浦建路727号,1.06E+13,1997年建成,板楼,暂无信息,上海建浦房地产物业,上海利特曼置业有限公司,1栋,151户
乐山路6号,(徐汇徐家汇)乐山路6号,1.00E+13,1989年建成,塔楼,1元/平米/月,上海高建物业有限公司,上海申大物业有限公司,1栋,144户
高行绿洲(五期),(浦东高东)庭安路825弄,1.00E+13,2010年建成,板楼,1.1元/平米/月,深圳市彩生活服务集团有限公司,上海外高桥股份开发有限公司,85栋,2364户
阳光苑民同路10弄40弄,"(浦东曹路)民同路10弄, 民同路40弄",2.00E+13,1994年建成,板楼,0.7元/平米/月,暂无信息,暂无信息,42栋,540户
日月光水岸花园（二期）,(浦东张江)青桐路408弄,2.00E+13,2012年建成,板楼,1.93元/平米/月,上海新张江物业管理有限公司,上海鼎汇房地产开发有限公司,6栋,195户
远景佳苑三期,(宝山大华)大华路1355弄,2.00E+13,2005年建成,板楼,1.4元/平米/月,上海复瑞物业管理有限公司,大华集团上海华宜置业有限公司,31栋,366户
万兆家园(三期),(闵行七宝)七莘路2929弄1至30号,2.00E+13,2002年建成,板楼,1.75元/平米/月,上海万欢物业管理有限公司,上海万兆房地产发展有限公司,27栋,316户
尚汇豪庭二期,(徐汇田林)文定路468弄1-10号,2.00E+13,2017年建成,板楼,5.5元/平米/月,上海古北物业管理有限公司,上海凯峰房地产开发有限公司,9栋,409户
大成名庭三期,(嘉定菊园新区)武乡南路230弄,2.00E+13,2018年建成,板楼,暂无信息,暂无信息,暂无信息,9栋,326户
前滩东方逸品,"(浦东三林)海阳西路500弄, 海阳西路500弄1-4号",2.00E+13,2018年建成,塔楼,7.2元/平米/月,上海陆家嘴物业管理有限公司,上海陆家嘴地产,4栋,660户
育秀十一区,(奉贤南桥)育秀东区1043-1128号,2.00E+13,1997年建成,板楼,0.46元/平米/月,上海科瑞物业管理有限公司,上海浦南物业管理有限公司,82栋,936户
正阳世纪星城丽骏湾,(奉贤南桥)正环路666弄1-12号,2.00E+13,2010年建成,板楼,4元/平米/月,上海陆家嘴物业管理有限公司,上海奉贤正阳置业有限公司,9栋,605户
锦绣逸庭(公寓),(青浦徐泾)徐盈路588弄,2.00E+13,2014年建成,板楼,2.2至2.5元/平米/月,上海锦江物业管理公司,暂无信息,21栋,504户
经纬阳光水岸家园(一期),(宝山上大)纬地路88弄,2.00E+13,2005年建成,板楼,1.05至1.75元/平米/月,现代智能物业管理(上海)有限公司,经纬置业有限公司,106栋,1986户
虹康花苑(二期),(长宁北新泾)仙霞西路300弄,2.00E+13,2000年建成,板楼,0.75元/平米/月,暂无信息,暂无信息,51栋,784户
金地双都汇,(松江莘闵别墅)明兴路18弄,1.79E+13,2008年建成,塔楼/板楼/塔板结合,3.2元/平米/月,暂无信息,上海鑫威房地产开发有限公司,110栋,902户
炎虹路71弄,(徐汇斜土路)炎虹路71弄（肇嘉浜路193弄19-26号）,1.66E+13,1978年建成,板楼,0.3元/平米/月,上海高建物业有限公司,上海徐房集团有限公司,8栋,192户
新镇街59弄,(松江新桥)新镇街59弄,1.66E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,140户
惠民路254号,(虹口北外滩)惠民路254号,1.66E+13,1984年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,15户
商城路126号,(浦东航头)商城路126号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,0栋,1户
云海1号,(崇明堡镇)云海1号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
运河小区,(奉贤南桥)运河小区,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,3栋,22户
河南新村,(奉贤柘林)寺中路89弄,1.64E+13,1999年建成,板楼,暂无信息,暂无信息,暂无信息,4栋,84户
德州路302号,(浦东世博)德州路302号,1.64E+13,暂无信息,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
万安街998号,(金山朱泾)万安街998号,1.64E+13,1990年建成,板楼,暂无信息,暂无信息,暂无信息,1栋,10户
东方冠郡(别墅),(浦东新场)众安路779弄,1.64E+13,2013年建成,板楼,暂无信息,上海常德物业管理有限公司,上海意得实业投资有限公司,54栋,54户
